customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureScore,MonthlyScore,TotalScore,ContractScore,CustomerScore,Segment,HealthScore,RiskLevel,Recommendation
3801-HMYNL,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,89.15,89.15,Yes,0.013888888888888888,0.7054726368159204,0.010265060795873252,0,15.075610723708897,Lost,11.255382738802304,High Risk,Offer retention discount
0516-QREYC,Female,1,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.3,459.95,No,0.3333333333333333,0.020398009950248763,0.05296034450994842,0,15.859707312736246,Lost,11.629978762002441,High Risk,Offer retention discount
9685-WKZGT,Male,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1036.75,Yes,0.19444444444444442,0.564179104477612,0.11937523028739869,0,23.836369078825967,At Risk,17.28040065768248,High Risk,Offer retention discount
6022-UGGSO,Female,1,No,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,2276.95,Yes,0.4444444444444444,0.5587064676616916,0.2621764462048637,0,39.43896497920616,At Risk,28.2683415033803,High Risk,Offer retention discount
8084-OIVBS,Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,211.95,No,0.15277777777777776,0.01741293532338306,0.024404707074428888,50,7.435558100555928,Lost,20.454645040044802,High Risk,Offer retention discount
8896-BQTTI,Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.0,25.0,No,0.013888888888888888,0.06716417910447761,0.0028785924834193078,0,2.01398283698188,Lost,1.4960941653193134,High Risk,Offer retention discount
3865-QBWSJ,Male,1,No,Yes,38,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,80.45,3162.65,No,0.5277777777777778,0.618905472636816,0.36415922070744294,0,48.05558939214515,Potential Loyalist,34.220895940571644,High Risk,Offer retention discount
3352-RICWQ,Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,210.65,No,0.125,0.014925373134328346,0.024255020265291086,100,6.268708273298211,Lost,34.5802561036472,High Risk,Offer retention discount
2160-GPFXD,Male,0,Yes,Yes,54,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),65.65,3566.7,No,0.75,0.4716417910447761,0.41068303242446574,100,55.86015711787415,Potential Loyalist,69.84170267628329,Medium Risk,Send engagement campaign
2065-MMKGR,Female,0,No,No,29,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),71.0,2080.1,No,0.40277777777777773,0.5248756218905473,0.23951040899042006,50,36.18903990853886,At Risk,40.94422788645204,Medium Risk,Send engagement campaign
5857-TYBCJ,Male,1,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,4040.2,No,0.611111111111111,0.7059701492537314,0.46520357406042745,0,57.17199039193617,Potential Loyalist,40.55297492364999,Medium Risk,Send engagement campaign
1498-NHTLT,Male,0,Yes,Yes,59,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,86.75,5186.0,No,0.8194444444444444,0.681592039800995,0.5971352247605012,100,70.29502756421773,Loyal,79.73559454936078,Low Risk,Provide loyalty rewards
4484-CGXFK,Female,0,No,No,3,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.3,196.15,Yes,0.041666666666666664,0.3686567164179104,0.02258543662490789,0,9.94321846002119,Lost,7.344486661891352,High Risk,Offer retention discount
1402-PTHGN,Female,0,Yes,Yes,18,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,61.5,1087.45,No,0.25,0.43034825870646765,0.12521301584377306,50,23.615485807880276,At Risk,32.08554927669134,High Risk,Offer retention discount
4176-RELJR,Male,1,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.1,1672.15,No,0.9305555555555555,0.0681592039800995,0.19253753684598382,100,46.286907775663565,Potential Loyalist,63.75249314751775,Medium Risk,Send engagement campaign
6214-EDAKZ,Female,0,Yes,Yes,22,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,55.15,1206.05,Yes,0.3055555555555555,0.36716417910447763,0.13886905858511422,0,25.120268147716345,At Risk,18.145855817861683,High Risk,Offer retention discount
5199-FPUSP,Male,0,No,Yes,33,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),34.05,1113.95,No,0.4583333333333333,0.15721393034825865,0.12826432387619752,50,26.608184895346408,At Risk,34.31481705212882,High Risk,Offer retention discount
6377-KSLXC,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,107.05,No,0.06944444444444445,0.01691542288557213,0.012326133014001475,0,3.6091315560492796,Lost,2.6452180019669527,High Risk,Offer retention discount
1796-JANOW,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,38.15,No,0.027777777777777776,0.01691542288557213,0.0043927321296978634,0,1.6251288540104682,Lost,1.1968829798593617,High Risk,Offer retention discount
0238-WHBIQ,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.7,6339.3,No,1.0,0.7109452736318408,0.7299304532056007,100,83.41612360086084,Champion,88.91244043461762,Low Risk,Provide loyalty rewards
8735-NBLWT,Male,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,184.1,No,0.125,0.021393034825870627,0.021197955047899782,0,6.275778898433404,Lost,4.600844398585553,High Risk,Offer retention discount
6651-RLGGM,Male,0,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.3,1688.9,No,0.9305555555555555,0.0800995024875622,0.19446619380987476,100,46.60286002436846,Potential Loyalist,63.97981404922697,Medium Risk,Send engagement campaign
6127-ISGTU,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.95,1378.25,Yes,0.2222222222222222,0.663681592039801,0.15869680361090643,0,28.510392874121166,At Risk,20.589310637536343,High Risk,Offer retention discount
1614-JBEBI,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.7,137.6,No,0.1111111111111111,0.024378109452736302,0.01584377302873987,0,5.5657575546487665,Lost,4.095099300842874,High Risk,Offer retention discount
8740-XLHDR,Male,0,No,No,5,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,43.25,219.0,Yes,0.06944444444444445,0.24875621890547261,0.025216470154753135,0,8.761560962077356,Lost,6.4450883707842515,High Risk,Offer retention discount
1208-DNHLN,Male,0,Yes,Yes,23,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),48.35,1067.15,Yes,0.3194444444444444,0.29950248756218906,0.12287559874723658,50,23.682851478911022,At Risk,32.14776061544708,High Risk,Offer retention discount
1761-AEZZR,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.55,79.55,Yes,0.013888888888888888,0.6099502487562188,0.009159681282240238,0,13.120947781969544,Lost,9.794912430065954,High Risk,Offer retention discount
3923-CSIHK,Female,1,Yes,No,50,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.05,3444.85,Yes,0.6944444444444444,0.5253731343283582,0.3966527726602801,0,54.15135137075615,Potential Loyalist,38.63024966476571,High Risk,Offer retention discount
5696-EXCYS,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,369.05,No,0.2361111111111111,0.011940298507462671,0.04249378224023582,100,11.38300170420313,Lost,38.32478236695117,High Risk,Offer retention discount
5795-KTGUD,Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.8,7553.6,No,0.9444444444444444,0.9208955223880596,0.8697494473102434,100,90.98566611794871,Champion,93.89050235191031,Low Risk,Provide loyalty rewards
7120-RFMVS,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.5,84.5,Yes,0.013888888888888888,0.6592039800995024,0.00972964259395726,0,14.128820861303895,Lost,10.547967433008136,High Risk,Offer retention discount
7924-GJZFI,Female,1,Yes,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.3,1813.1,No,0.3472222222222222,0.507960199004975,0.20876704126750187,0,32.398774519688466,At Risk,23.25524568342884,High Risk,Offer retention discount
4702-HDRKD,Male,0,No,No,67,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),49.35,3321.35,No,0.9305555555555555,0.309452736318408,0.38243252579218867,50,58.70857798027793,Potential Loyalist,57.119270856247496,Medium Risk,Send engagement campaign
8512-WIWYV,Male,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.35,707.5,No,0.4444444444444444,0.020895522388059695,0.08146416728076641,50,21.45425491676963,At Risk,30.683370351173387,High Risk,Offer retention discount
5897-ZYEKH,Female,1,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,105.6,7112.15,No,0.9305555555555555,0.8691542288557214,0.8189192612380252,50,87.36207724885766,Champion,76.42696163045312,Low Risk,Provide loyalty rewards
5456-ITGIC,Male,1,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.45,4641.1,No,1.0,0.4597014925373134,0.534393422991894,100,70.56976677042202,Loyal,80.25535796285706,Low Risk,Provide loyalty rewards
7317-GGVPB,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.6,7690.9,Yes,0.986111111111111,0.8990049751243779,0.8855586772291821,100,92.8468910360993,Champion,95.20737489092855,Low Risk,Provide loyalty rewards
1406-PUQVY,Male,0,No,Yes,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.9,49.9,No,0.013888888888888888,0.31492537313432833,0.005745670596904938,0,7.08388984211832,Lost,5.2841890286042155,High Risk,Offer retention discount
1322-AGOQM,Male,0,No,No,46,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),30.3,1380.1,Yes,0.6388888888888888,0.11990049751243781,0.15890981945467944,0,34.30995828399149,At Risk,24.93791961572022,High Risk,Offer retention discount
3677-IYRBF,Female,1,No,No,2,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,30.4,78.65,Yes,0.027777777777777776,0.12089552238805967,0.009056051952837143,0,3.8912636369857907,Lost,2.873167467975157,High Risk,Offer retention discount
5692-FPTAH,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.4,45.4,Yes,0.013888888888888888,0.27014925373134324,0.005227523949889463,0,6.1676415881779985,Lost,4.599593571384052,High Risk,Offer retention discount
9114-AAFQH,Female,0,Yes,No,48,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,65.65,3094.65,No,0.6666666666666666,0.4716417910447761,0.35632944915254244,50,50.352680453663886,Potential Loyalist,50.9828630944852,Medium Risk,Send engagement campaign
8715-KKTFG,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.3,6518.35,No,0.8472222222222222,0.8462686567164178,0.7505469325718498,50,80.83613932609124,Champion,71.87436983170917,Low Risk,Provide loyalty rewards
1550-LOAHA,Female,0,Yes,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.15,2585.95,Yes,0.4444444444444444,0.6557213930348259,0.2977558492999263,0,42.802439610471346,Potential Loyalist,30.61305046135388,High Risk,Offer retention discount
1728-BQDMA,Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.45,82.7,No,0.027777777777777776,0.2606965174129353,0.00952238393515107,0,6.705936816775861,Lost,4.98184069290614,High Risk,Offer retention discount
0268-QKIWO,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,58.85,Yes,0.041666666666666664,0.014925373134328346,0.0067762067059690505,0,2.2362223975919955,Lost,1.6432857646641512,High Risk,Offer retention discount
0876-WDUUZ,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),85.4,425.9,Yes,0.06944444444444445,0.6681592039800995,0.049039701547531324,0,18.102549919281024,Lost,13.33171393172311,High Risk,Offer retention discount
5117-ZSMHQ,Female,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),89.9,6342.7,No,0.986111111111111,0.7129353233830846,0.7303219417833458,100,82.91602858343995,Champion,88.53541172866323,Low Risk,Provide loyalty rewards
5151-HQRDG,Male,0,Yes,No,37,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,55.05,2030.75,No,0.5138888888888888,0.36616915422885565,0.23382806742815038,0,37.232061337258685,At Risk,26.754905665803257,High Risk,Offer retention discount
0960-HUWBM,Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.1,6700.05,No,0.9027777777777777,0.854228855721393,0.7714685427413414,100,84.05442993519263,Champion,89.18347973768776,Low Risk,Provide loyalty rewards
6465-GSRCL,Female,0,No,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),106.6,7244.7,No,0.9305555555555555,0.8791044776119402,0.8341815585851143,50,88.1715741178656,Champion,76.95777279547363,Low Risk,Provide loyalty rewards
0617-FHSGK,Male,0,No,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.2,3678.3,Yes,0.6805555555555555,0.5666666666666667,0.4235330692704496,0,55.49687832637353,Potential Loyalist,39.5049933984279,High Risk,Offer retention discount
0263-FJTQO,Male,0,Yes,Yes,50,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),70.5,3486.65,No,0.6944444444444444,0.5199004975124378,0.40146577929255717,100,54.23441889972882,Potential Loyalist,68.66848527833383,Medium Risk,Send engagement campaign
7319-ZNRTR,Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.6,411.15,No,0.3472222222222222,0.013432835820895522,0.04734133198231393,50,16.05119888459936,Lost,26.801692503537947,High Risk,Offer retention discount
2858-MOFSQ,Female,0,No,Yes,17,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,55.85,937.5,Yes,0.2361111111111111,0.3741293532338309,0.10794721812822404,50,21.244920234250024,At Risk,30.393954085046396,High Risk,Offer retention discount
7503-EPSZW,Female,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.05,1559.15,No,0.8888888888888888,0.057711442786069655,0.17952629882092855,100,43.890836364114094,Potential Loyalist,62.02049577898092,Medium Risk,Send engagement campaign
7089-XXAYG,Male,0,Yes,No,25,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),38.1,970.4,No,0.3472222222222222,0.1975124378109453,0.11173544583640385,50,22.30855547856395,At Risk,31.172739379740943,High Risk,Offer retention discount
8118-LSUEL,Male,1,No,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,2483.5,Yes,0.3194444444444444,0.8771144278606965,0.285959377302874,0,41.75844142710667,Potential Loyalist,29.88903418381563,High Risk,Offer retention discount
8070-AAWZP,Male,1,Yes,No,24,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,34.25,828.2,No,0.3333333333333333,0.15920398009950248,0.09536201179071484,0,20.331893406951977,At Risk,14.772109996260406,High Risk,Offer retention discount
1666-JXLKU,Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3810.55,No,0.5138888888888888,0.8139303482587064,0.43876082350773776,0,54.3845954610392,Potential Loyalist,38.5946424782407,High Risk,Offer retention discount
7855-DIWPO,Female,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.65,1493.2,No,0.29166666666666663,0.5014925373134329,0.17193257184966843,0,28.573820286922057,At Risk,20.570702355943205,High Risk,Offer retention discount
5133-POWUA,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.8,45.8,No,0.013888888888888888,0.2741293532338308,0.005273581429624172,0,6.249085877417139,Lost,4.660446500914733,High Risk,Offer retention discount
5652-MSDEY,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.75,777.3,No,0.1388888888888889,0.572139303482587,0.0895011974944731,0,20.57838952498622,At Risk,14.986286156267298,High Risk,Offer retention discount
7005-CCBKV,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.4,556.35,Yes,0.08333333333333333,0.6582089552238807,0.06406019712601328,0,19.05992032285148,Lost,13.974639256508542,High Risk,Offer retention discount
1810-BOHSY,Male,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),96.4,4911.05,No,0.7083333333333333,0.7776119402985074,0.5654764646278556,50,66.50463072441771,Loyal,62.051090720174,Medium Risk,Send engagement campaign
1784-BXEFA,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.55,187.35,No,0.1388888888888889,0.02288557213930348,0.021572172070744293,0,6.876153881171397,Lost,5.049254550524826,High Risk,Offer retention discount
7351-MHQVU,Female,0,No,No,6,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),50.95,307.6,No,0.08333333333333333,0.32537313432835824,0.03541820191599116,0,11.257524096540147,Lost,8.266052062825153,High Risk,Offer retention discount
9224-VTYID,Male,0,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.5,4318.35,No,0.6527777777777778,0.7189054726368159,0.4972307940309507,100,60.378452325085455,Loyal,72.79768527365934,Low Risk,Provide loyalty rewards
9500-IWPXQ,Female,0,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,79.4,4820.55,No,0.8472222222222222,0.6084577114427862,0.5550559598378778,50,68.26028151125972,Loyal,63.419931334255395,Medium Risk,Send engagement campaign
5762-TJXGK,Female,0,No,No,52,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.75,3038.55,No,0.7222222222222222,0.4029850746268656,0.3498698876197495,100,50.943385886216184,Potential Loyalist,66.45818997656338,Medium Risk,Send engagement campaign
4504-YOULA,Female,0,Yes,Yes,35,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.45,2136.9,No,0.4861111111111111,0.4099502487562189,0.24605057111274875,0,37.48547226407877,At Risk,26.883851342495333,High Risk,Offer retention discount
5569-IDSEY,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.7,7472.15,No,0.986111111111111,0.8701492537313432,0.8603709929992631,50,91.26226923904184,Champion,79.14484696428505,Low Risk,Provide loyalty rewards
4250-FDVOU,Female,0,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.25,389.1,Yes,0.08333333333333333,0.37810945273631835,0.04480241341193811,0,12.687618924537226,Lost,9.291702126343228,High Risk,Offer retention discount
7284-ZZLOH,Male,0,Yes,No,45,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),53.3,2296.25,No,0.625,0.3487562189054726,0.2643987196020634,100,42.55107316219199,Potential Loyalist,60.59131127363368,Medium Risk,Send engagement campaign
5277-ZLOOR,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.55,187.45,Yes,0.027777777777777776,0.6696517412935323,0.021583686440677968,0,15.367493394608879,Lost,11.417701613753266,High Risk,Offer retention discount
2141-RRYGO,Female,0,No,No,4,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.65,261.25,Yes,0.05555555555555555,0.5014925373134329,0.030081291451731766,0,13.455324626560152,Lost,9.941087012661455,High Risk,Offer retention discount
1777-JYQPJ,Male,0,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,38.45,No,0.027777777777777776,0.06019900497512437,0.004427275239498895,0,2.492182220193554,Lost,1.847000288947671,High Risk,Offer retention discount
6376-GAHQE,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,77.85,299.2,Yes,0.05555555555555555,0.5930348258706467,0.03445099484156227,0,15.460958533297648,Lost,11.423463925765423,High Risk,Offer retention discount
3401-URHDA,Male,0,No,No,51,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),59.9,3043.6,No,0.7083333333333333,0.4144278606965174,0.3504513633014002,50,50.639945079319695,Potential Loyalist,51.22770199298276,Medium Risk,Send engagement campaign
1599-EAHXY,Male,0,Yes,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),23.95,1506.4,No,0.8333333333333333,0.056716417910447736,0.17345246868091382,50,41.40576043877884,Potential Loyalist,45.18705798567956,Medium Risk,Send engagement campaign
8631-XVRZL,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.15,163.7,No,0.125,0.018905472636815884,0.018849023581429626,50,6.1320703959935035,Lost,19.50480767908798,High Risk,Offer retention discount
5052-PNLOS,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,323.25,Yes,0.041666666666666664,0.8666666666666666,0.03722020081061165,0,20.488808032424465,At Risk,15.18050502026529,High Risk,Offer retention discount
3853-LYGAM,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.65,1640.0,No,0.2361111111111111,0.7701492537313434,0.18883566691230658,0,32.40085619556358,At Risk,23.356463812111148,High Risk,Offer retention discount
6979-ZNSFF,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.05,762.1,Yes,0.1111111111111111,0.6845771144278606,0.08775101326455417,0,21.646027263583825,At Risk,15.795765381365097,High Risk,Offer retention discount
5751-USDBL,Male,0,Yes,Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.0,3846.35,No,0.6388888888888888,0.6243781094527363,0.4428829679439942,100,55.75843646237004,Potential Loyalist,69.60441250705756,Medium Risk,Send engagement campaign
5680-LQOGP,Female,0,No,No,68,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.45,5646.6,No,0.9444444444444444,0.6388059701492538,0.6501704126750185,100,76.5607136877636,Loyal,84.1696832024476,Low Risk,Provide loyalty rewards
2386-LAHRK,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.5,53.5,Yes,0.013888888888888888,0.35074626865671643,0.006160187914517319,0,7.816888445270577,Lost,5.831865394380346,High Risk,Offer retention discount
8189-DUKMV,Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.5,79.05,No,0.05555555555555555,0.02238805970149252,0.00910210943257185,50,3.034067793554947,Lost,17.230040298003352,High Risk,Offer retention discount
6032-IGALN,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.1,25.1,Yes,0.013888888888888888,0.0681592039800995,0.002890106853352985,0,2.0343439092916653,Lost,1.5113073977019837,High Risk,Offer retention discount
9931-DCEZH,Male,0,No,Yes,28,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),54.4,1516.6,No,0.38888888888888884,0.3597014925373134,0.17462693441414887,50,29.734662782867783,At Risk,36.42786241508009,High Risk,Offer retention discount
1898-JSNDC,Female,0,No,No,39,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),58.6,2224.5,No,0.5416666666666666,0.4014925373134328,0.25613715917465,50,39.94200377992133,At Risk,43.67581703906774,Medium Risk,Send engagement campaign
0315-LVCRK,Male,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,84.8,888.75,No,0.15277777777777776,0.6621890547263681,0.10233396278555638,0,23.44825071706073,At Risk,17.074518223867766,High Risk,Offer retention discount
3911-RSNHI,Female,0,Yes,No,71,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),61.4,4310.35,No,0.986111111111111,0.4293532338308458,0.4963096444362566,100,67.88389489851163,Loyal,78.43137295170243,Low Risk,Provide loyalty rewards
2410-CIYFZ,Male,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,42.9,No,0.027777777777777776,0.021393034825870627,0.004939664701547532,0,1.7365583956904251,Lost,1.2777204732600809,High Risk,Offer retention discount
4248-HCETZ,Male,1,Yes,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.65,2365.15,Yes,0.41666666666666663,0.6109452736318408,0.272332120486367,0,39.77885695875816,At Risk,28.472482116636783,High Risk,Offer retention discount
